Region,Subregion,country,iso3_code,Indicator,Disaggregation,Gender,Source,Unit,Year,Value,Footnote
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2010,95,IPFM - Intimate partner or family member
Americas,Northern America,Canada,CAN,Homicide: # of victims,-,Female,SDG,Count,2010,154,
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2011,109,IPFM - Intimate partner or family member
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2011,80,IP - Intimate partner
Americas,Northern America,Canada,CAN,Homicide: # of victims,-,Female,SDG,Count,2011,179,
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2012,104,IPFM - Intimate partner or family member
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2012,70,IP - Intimate partner
Americas,Northern America,Canada,CAN,Homicide: # of victims,-,Female,SDG,Count,2012,157,
Americas,Northern America,Canada,CAN,Homicide: # of victims,-,Female,CTS,Count,2013,151,
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2013,95,IPFM - Intimate partner or family member
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2013,59,IP - Intimate partner
Americas,Northern America,Canada,CAN,Homicide: # of victims,-,Female,CTS,Count,2014,151,
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2014,106,IPFM - Intimate partner or family member
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2014,72,IP - Intimate partner
Americas,Northern America,Canada,CAN,Homicide: # of victims,-,Female,CTS,Count,2015,178,
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,119,IPFM - Intimate partner or family member
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2015,73,IP - Intimate partner
Americas,Northern America,Canada,CAN,Homicide: # of victims,-,Female,CTS,Count,2016,152,
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2016,98,IPFM - Intimate partner or family member
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2016,61,IP - Intimate partner
Americas,Northern America,Canada,CAN,Homicide: # of victims,-,Female,CTS,Count,2017,173,
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2017,98,IPFM - Intimate partner or family member
Americas,Northern America,Canada,CAN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2017,64,IP - Intimate partner
Americas,Northern America,Canada,CAN,Homicide: # of victims,-,Female,External,Count,2019,155,
Americas,Northern America,Canada,CAN,Homicide: # of victims,-,Female,External,Count,2020,171,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,1990,0,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,1991,0,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,1992,0,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,1993,0,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,1994,0,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,1995,0,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,1996,0,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,1997,0,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,1998,0,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,2000,1,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,2001,1,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,2003,1,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,2004,1,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,2005,0,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,2006,1,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,2007,1,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,2008,0,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,2009,1,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,2010,0,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,MD,Count,2013,0,
Americas,Latin America and the Caribbean,Cayman Islands,CYM,Homicide: # of victims,-,Female,NSO,Count,2014,0,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,CTS,Count,2005,83,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2005,10,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,CTS,Count,2006,91,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2006,9,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,CTS,Count,2007,111,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2007,23,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,CTS,Count,2008,103,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2008,14,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,CTS,Count,2009,99,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2009,6,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2010,5,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,OAS,Count,2010,96,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2011,9,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,OAS,Count,2011,115,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2012,11,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,OAS,Count,2012,37,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2013,56,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2013,49,IP - Intimate partner
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,OAS,Count,2013,108,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2014,43,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2014,36,IP - Intimate partner
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,OAS,Count,2014,63,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,CTS,Count,2015,76,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,43,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2015,37,IP - Intimate partner
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,CTS,Count,2016,90,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2016,51,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2016,34,IP - Intimate partner
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,CTS,Count,2017,106,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2017,58,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2017,32,IP - Intimate partner
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,CTS,Count,2018,94,
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2018,49,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2018,41,IP - Intimate partner
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2019,51,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2019,45,IP - Intimate partner
Americas,Latin America and the Caribbean,Chile,CHL,Homicide: # of victims,-,Female,CTS,Count,2019,93,
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims,-,Female,MD,Count,1994,6,
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims,-,Female,CTS,Count,2008,3,
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims,-,Female,CTS,Count,2009,3,
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2009,1,IP - Intimate partner
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims,-,Female,CTS,Count,2010,0,
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims,-,Female,CTS,Count,2011,3,
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims,-,Female,CTS,Count,2012,1,
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2012,1,IP - Intimate partner
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims,-,Female,CTS,Count,2013,1,
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims,-,Female,CTS,Count,2014,1,
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2014,0,IPFM - Intimate partner or family member
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2014,0,IP - Intimate partner
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims,-,Female,CTS,Count,2015,1,
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,1,IPFM - Intimate partner or family member
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2015,0,IP - Intimate partner
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims,-,Female,CTS,Count,2017,2,
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2017,2,IPFM - Intimate partner or family member
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2017,1,IP - Intimate partner
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims,-,Female,CTS,Count,2018,1,
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2018,1,IPFM - Intimate partner or family member
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2018,1,IP - Intimate partner
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims,-,Female,CTS,Count,2019,0,
Asia,Eastern Asia,China Macao SAR,MAC,Homicide: # of victims,-,Female,Covid-19,Count,2020,2,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,SDG,Count,2003,22,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,CTS,Count,2004,20,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,CTS,Count,2005,13,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2005,10,IPFM - Intimate partner or family member
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,CTS,Count,2006,18,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2006,14,IPFM - Intimate partner or family member
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,CTS,Count,2007,11,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2007,9,IPFM - Intimate partner or family member
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2007,6,IP - Intimate partner
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,CTS,Count,2008,25,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2008,14,IPFM - Intimate partner or family member
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2008,8,IP - Intimate partner
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,CTS,Count,2009,25,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2009,19,IPFM - Intimate partner or family member
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2009,8,IP - Intimate partner
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,CTS,Count,2010,19,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2010,13,IPFM - Intimate partner or family member
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2010,6,IP - Intimate partner
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,CTS,Count,2011,9,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2011,8,IPFM - Intimate partner or family member
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2011,3,IP - Intimate partner
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,CTS,Count,2012,12,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2012,8,IPFM - Intimate partner or family member
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2012,7,IP - Intimate partner
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,CTS,Count,2013,37,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2013,9,IPFM - Intimate partner or family member
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2013,7,IP - Intimate partner
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,SDG,Count,2014,13,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,SDG,Count,2015,9,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,SDG,Count,2016,11,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2017,8,IP - Intimate partner
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,SDG,Count,2017,15,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,CTS,Count,2018,16,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2018,6,IP - Intimate partner
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2019,7,IP - Intimate partner
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,CTS,Count,2019,13,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims,-,Female,Covid-19,Count,2020,9,
Asia,Eastern Asia,"China, Hong Kong SAR",HKG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,Covid-19,Count,2020,2,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,1990,1835,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,1991,2020,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,1992,2127,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,1993,2114,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,1994,20,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,1995,1654,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,1996,1744,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,1997,1740,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,1998,1726,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,1999,1796,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,2000,1924,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,2001,2214,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,2002,2242,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,MD,Count,2003,20,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2004,1629,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2005,1492,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2005,69,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2006,1323,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2006,59,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2007,1385,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2007,51,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2007,50,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2008,1262,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2008,62,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2008,60,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2009,1260,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2009,17,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2009,14,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2010,1226,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2010,13,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2010,12,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2011,1348,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2011,17,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2011,12,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2012,1387,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2012,30,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2012,25,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2013,1224,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2013,34,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2013,24,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2014,1170,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2014,76,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2014,73,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2015,1068,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,89,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2015,71,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2016,1038,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2016,91,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2016,71,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2017,1077,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2017,75,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2017,74,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,CTS,Count,2018,1060,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2018,2,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2019,55,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2019,48,IP - Intimate partner
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims,-,Female,NP,Count,2019,1045,
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2020,8,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Colombia,COL,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2020,8,IP - Intimate partner
