Region,Subregion,country,iso3_code,Indicator,Disaggregation,Gender,Source,Unit,Year,Value,Footnote
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,"Rate per  100,000 population",2002,12.89,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,MD,Count,2002,0,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2002, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,MD,Count,2002,9,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2002, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,Count,2003,8,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,"Rate per  100,000 population",2003,11.41,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,MD,Count,2003,2,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2003, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,MD,Count,2003,5,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2003, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,Count,2004,8,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,"Rate per  100,000 population",2004,11.37,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,Count,2005,8,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,"Rate per  100,000 population",2005,11.33,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,Count,2006,5,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,"Rate per  100,000 population",2006,7.07,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,Count,2007,7,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,"Rate per  100,000 population",2007,9.89,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,OAS,Count,2008,2,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,OAS,"Rate per  100,000 population",2008, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,OAS,Count,2008,5,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,OAS,"Rate per  100,000 population",2008, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,Count,2008,7,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,"Rate per  100,000 population",2008,9.88,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,Count,2009,13,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,"Rate per  100,000 population",2009,18.35,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,Count,2010,15,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,"Rate per  100,000 population",2010,21.16,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,MD,Count,2010,1,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2010, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,MD,Count,2010,13,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2010, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,Count,2011,6,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),OAS,"Rate per  100,000 population",2011,8.46,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,MD,Count,2011,0,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2011, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,MD,Count,2011,6,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2011, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,Count,2014,2,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2014, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,Count,2014,7,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2014, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,Count,2014,9,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2014,12.66,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2014,2,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2014,2.81,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2014,1,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2014, NA,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2014,1,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2014, NA,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2014,1,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2014,1.41,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2014,0,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2014, NA,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2014,1,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2014, NA,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,Count,2015,1,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2015, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,Count,2015,8,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2015, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,Count,2015,9,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2015,12.64,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2015,1,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2015,1.4,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2015,0,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2015, NA,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,1,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2015, NA,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2015,1,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2015,1.4,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2015,0,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2015, NA,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2015,1,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2015, NA,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,Count,2016,1,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2016, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,Count,2016,15,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2016, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,Count,2016,16,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2016,22.44,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2016,1,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2016,1.4,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2016,0,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2016, NA,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2016,1,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2016, NA,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2016,1,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2016,1.4,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2016,0,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2016, NA,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2016,1,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2016, NA,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2017,2,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2017,2.8,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2017,0,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2017, NA,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2017,2,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2017, NA,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2017,2,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2017,2.8,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2017,0,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2017, NA,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2017,2,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2017, NA,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,Count,2017,2,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2017, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,Count,2017,17,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2017, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,Count,2017,19,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2017,26.59,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2018,2,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2018,2.79,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2018,0,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2018, NA,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2018,2,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2018, NA,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,Count,2018,2,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2018, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,Count,2018,11,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2018, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,Count,2018,13,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2018,18.15,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2018,1,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2018,1.4,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2018,0,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2018, NA,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2018,1,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2018, NA,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,Count,2019,14,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2019,19.5,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,Count,2019,13,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2019, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,Count,2019,1,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2019, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2019,14,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2019,19.5,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2019,3,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2019, NA,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2019,1,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2019, NA,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2019,0,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2019,0,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2019,0,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2019, NA,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2019,0,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2019, NA,IP - Intimate partner
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,Count,2020,15,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2020,20.84,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,Count,2020,14,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2020, NA,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,Count,2020,1,
Americas,Latin America and the Caribbean,Dominica,DMA,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2020, NA,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,1991,908,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",1991,12.49,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,1992,807,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",1992,10.89,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,1993,930,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",1993,12.32,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,1994,15,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",1994,13.08,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,1995,17,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",1995,12.88,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,1996,1032,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",1996,12.98,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,1997,1038,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",1997,12.84,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,1998,1121,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",1998,13.65,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,1999,1066,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",1999,12.78,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,2000,1210,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",2000,14.28,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,2001,1095,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",2001,12.73,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,2002,1279,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",2002,14.66,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,2003,1902,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",2003,21.49,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,2004,2239,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",2004,24.95,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,2005,2394,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",2005,26.32,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Female,OAS,Count,2005,214,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Female,OAS,"Rate per  100,000 population",2005,4.74,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Male,OAS,Count,2005,2179,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Male,OAS,"Rate per  100,000 population",2005,47.63,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,Count,2006,2144,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Total (all ages),NGO,"Rate per  100,000 population",2006,23.26,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Female,OAS,Count,2006,180,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Female,OAS,"Rate per  100,000 population",2006,3.93,
Americas,Latin America and the Caribbean,Dominican Republic,DOM,Homicide: # of victims,-,Male,OAS,Count,2006,1963,
