,Region,Subregion,country,iso3_code,Indicator,Disaggregation,Gender,Source,Unit,Year,Value,Footnote
3115,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2019,1.02,IPFM - Intimate partner or family member
3116,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2019,2,IP - Intimate partner
3117,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2019,0.51,IP - Intimate partner
3118,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2019,0,IP - Intimate partner
3119,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2019,0,IP - Intimate partner
3120,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2019,2,IP - Intimate partner
3121,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2019,1.02,IP - Intimate partner
3122,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims,-,Female,MoI,Count,2019,17,
3123,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims,-,Female,MoI,"Rate per  100,000 population",2019,8.67,
3124,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims,-,Total (all ages),MoI,Count,2019,134,
3125,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims,-,Total (all ages),MoI,"Rate per  100,000 population",2019,34.33,
3126,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims,-,Male,External,Count,2020,91,
3127,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims,-,Male,External,"Rate per  100,000 population",2020,46.02,
3128,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims,-,Female,External,Count,2020,11,
3129,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims,-,Female,External,"Rate per  100,000 population",2020,5.5,
3130,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims,-,Total (all ages),Covid-19,Count,2020,102,
3131,Americas,Latin America and the Caribbean,Belize,BLZ,Homicide: # of victims,-,Total (all ages),Covid-19,"Rate per  100,000 population",2020,25.65,
3132,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1990,1,
3133,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1990,1.62,
3134,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,MD,Count,1990,0,
3135,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1990, NA,
3136,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,MD,Count,1990,1,
3137,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1990, NA,
3138,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1991,3,
3139,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1991,4.84,
3140,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,MD,Count,1991,3,
3141,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1991, NA,
3142,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,MD,Count,1991,0,
3143,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1991, NA,
3144,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1992,1,
3145,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1992,1.6,
3146,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,MD,Count,1992,0,
3147,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1992, NA,
3148,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,MD,Count,1992,1,
3149,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1992, NA,
3150,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1993,3,
3151,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1993,4.78,
3152,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1994,6,
3153,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1994,9.51,
3154,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,Count,1996,4,
3155,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,"Rate per  100,000 population",1996,6.27,
3156,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,MD,Count,1996,3,
3157,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1996, NA,
3158,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,MD,Count,1996,1,
3159,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1996, NA,
3160,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,Count,1997,2,
3161,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,"Rate per  100,000 population",1997,3.12,
3162,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,Count,1998,0,
3163,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,"Rate per  100,000 population",1998,0,
3164,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,Count,1999,2,
3165,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,"Rate per  100,000 population",1999,3.09,
3166,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,Count,2000,0,
3167,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,"Rate per  100,000 population",2000,0,
3168,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,Count,2001,3,
3169,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,"Rate per  100,000 population",2001,4.59,
3170,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,Count,2002,1,
3171,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,"Rate per  100,000 population",2002,1.52,
3172,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,Count,2003,2,
3173,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,"Rate per  100,000 population",2003,3.03,
3174,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,Count,2004,1,
3175,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,"Rate per  100,000 population",2004,1.51,
3176,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,MD,Count,2004,0,
3177,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2004, NA,
3178,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,MD,Count,2004,1,
3179,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2004, NA,
3180,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,Count,2005,2,
3181,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,"Rate per  100,000 population",2005,3.02,
3182,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,MD,Count,2005,2,
3183,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2005, NA,
3184,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,MD,Count,2005,0,
3185,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2005, NA,
3186,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,Count,2006,3,
3187,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,"Rate per  100,000 population",2006,4.53,
3188,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,Count,2007,3,
3189,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,"Rate per  100,000 population",2007,4.54,
3190,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,Count,2008,5,
3191,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),NP,"Rate per  100,000 population",2008,7.58,
3192,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,Count,2009,1,
3193,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2009, NA,
3194,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,Count,2009,5,
3195,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2009, NA,
3196,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,Count,2009,6,
3197,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2009,9.14,
3198,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,Count,2010,0,
3199,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2010, NA,
3200,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,Count,2010,7,
3201,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2010, NA,
3202,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,Count,2010,7,
3203,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2010,10.71,
3204,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2010,0,IPFM - Intimate partner or family member
3205,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2010,0,IPFM - Intimate partner or family member
3206,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2010,0,IP - Intimate partner
3207,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2010,0,IP - Intimate partner
3208,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2010,0,IPFM - Intimate partner or family member
3209,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2010, NA,IPFM - Intimate partner or family member
3210,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2010,0,IP - Intimate partner
3211,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2010, NA,IP - Intimate partner
3212,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2010,0,IPFM - Intimate partner or family member
3213,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2010, NA,IPFM - Intimate partner or family member
3214,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2010,0,IP - Intimate partner
3215,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2010, NA,IP - Intimate partner
3216,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,Count,2011,2,
3217,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2011, NA,
3218,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,Count,2011,6,
3219,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2011, NA,
3220,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,Count,2011,8,
3221,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2011,12.29,
3222,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2011,1,IPFM - Intimate partner or family member
3223,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2011,1.54,IPFM - Intimate partner or family member
3224,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2011,1,IP - Intimate partner
3225,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2011,1.54,IP - Intimate partner
3226,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2011,0,IPFM - Intimate partner or family member
3227,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2011, NA,IPFM - Intimate partner or family member
3228,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2011,0,IP - Intimate partner
3229,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2011, NA,IP - Intimate partner
3230,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2011,1,IPFM - Intimate partner or family member
3231,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2011, NA,IPFM - Intimate partner or family member
3232,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2011,0,IP - Intimate partner
3233,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2011, NA,IP - Intimate partner
3234,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,Count,2012,0,
3235,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2012, NA,
3236,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,Count,2012,6,
3237,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2012, NA,
3238,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,Count,2012,6,
3239,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2012,9.27,
3240,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2012,0,IPFM - Intimate partner or family member
3241,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2012,0,IPFM - Intimate partner or family member
3242,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2012,0,IP - Intimate partner
3243,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2012,0,IP - Intimate partner
3244,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2012,0,IPFM - Intimate partner or family member
3245,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2012, NA,IPFM - Intimate partner or family member
3246,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2012,0,IP - Intimate partner
3247,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2012, NA,IP - Intimate partner
3248,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2012,0,IPFM - Intimate partner or family member
3249,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2012, NA,IPFM - Intimate partner or family member
3250,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2012,0,IP - Intimate partner
3251,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2012, NA,IP - Intimate partner
3252,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,Count,2013,0,
3253,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2013, NA,
3254,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,Count,2013,5,
3255,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2013, NA,
3256,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,Count,2013,5,
3257,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2013,7.77,
3258,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2013,0,IPFM - Intimate partner or family member
3259,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2013,0,IPFM - Intimate partner or family member
3260,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2013,0,IP - Intimate partner
3261,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2013,0,IP - Intimate partner
3262,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2013,0,IPFM - Intimate partner or family member
3263,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2013, NA,IPFM - Intimate partner or family member
3264,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2013,0,IP - Intimate partner
3265,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2013, NA,IP - Intimate partner
3266,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2013,0,IPFM - Intimate partner or family member
3267,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2013, NA,IPFM - Intimate partner or family member
3268,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2013,0,IP - Intimate partner
3269,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2013, NA,IP - Intimate partner
3270,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,Count,2014,1,
3271,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2014, NA,
3272,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,Count,2014,3,
3273,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2014, NA,
3274,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,Count,2014,4,
3275,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2014,6.25,
3276,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2014,0,IPFM - Intimate partner or family member
3277,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2014, NA,IPFM - Intimate partner or family member
3278,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2014,0,IP - Intimate partner
3279,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2014, NA,IP - Intimate partner
3280,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2014,1,IPFM - Intimate partner or family member
3281,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2014, NA,IPFM - Intimate partner or family member
3282,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2014,1,IP - Intimate partner
3283,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2014, NA,IP - Intimate partner
3284,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2014,1,IP - Intimate partner
3285,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2014,1.56,IP - Intimate partner
3286,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2014,1,IPFM - Intimate partner or family member
3287,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2014,1.56,IPFM - Intimate partner or family member
3288,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,Count,2015,0,
3289,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2015, NA,
3290,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,Count,2015,4,
3291,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2015, NA,
3292,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,Count,2015,4,
3293,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2015,6.28,
3294,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2015,1,IPFM - Intimate partner or family member
3295,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2015,1.57,IPFM - Intimate partner or family member
3296,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2015,1,IP - Intimate partner
3297,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2015,1.57,IP - Intimate partner
3298,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2015,1,IPFM - Intimate partner or family member
3299,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2015, NA,IPFM - Intimate partner or family member
3300,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2015,1,IP - Intimate partner
3301,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2015, NA,IP - Intimate partner
3302,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,0,IPFM - Intimate partner or family member
3303,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2015, NA,IPFM - Intimate partner or family member
3304,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2015,0,IP - Intimate partner
3305,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2015, NA,IP - Intimate partner
3306,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,Count,2016,0,
3307,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2016, NA,
3308,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,Count,2016,8,
3309,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2016, NA,
3310,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,Count,2016,8,
3311,Americas,Northern America,Bermuda,BMU,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2016,12.63,
3312,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2016,1,IPFM - Intimate partner or family member
3313,Americas,Northern America,Bermuda,BMU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2016,1.58,IPFM - Intimate partner or family member
